fname,dialogue,summary,topic
train_74_ss,"#Person2#: 안녕하세요, 저는 Jack이에요.
#Person1#: 안녕하세요. 자, 여기입니다. 보시다시피 풀 옵션으로 되어 있구요. TV도 있고, 케이블 TV와 광대역 인터넷은 임대료에 포함되어 있어요. 작은 주방은 저쪽에 있고, 새로 산 냉장고와 가스레인지, 주전자, 토스터, 전자레인지가 있습니다. 생활에 필요한 것들은 다 갖춰져 있어요. 화장실은 저쪽에 있고, 샤워 부스랑 세면대도 모두 B&Q에서 새로 산 것들이에요. 창문으로는 공원이 잘 보입니다.
#Person2#: 음... 생각보다 작네요. 임대료가 얼마라고 하셨죠?
#Person1#: 주당 250이고, 물론 가스, 물, 전기 요금은 별도로 부담하셔야 합니다.
#Person2#: 광고에는 200이라고 나와 있었는데요.
#Person1#: 네, 그건 위층 작은 방 가격이었고, 이미 나갔습니다.
#Person2#: 250은 저한테 좀 비싸네요.
#Person1#: 여기는 런던이에요. 그리고 이건 당신만의 공간이잖아요. 위치도 좋고, 지하철역도 가깝습니다.
#Person2#: 주당 200까지는 가능하겠는데, 다른 요금까지는 감당할 수 없어요.
#Person1#: 알겠어요. 한 달치 임대료는 선불로, 보증금은 한 달치입니다. 총 400 현금입니다. 여기가 계약서니까, 읽어보시고 각 페이지에 서명해주세요.
#Person2#: 네.","Jack은 런던의 집을 임대하려 하지만, 임대료와 추가 요금 때문에 주당 250은 부담스럽다고 느낍니다. 결국 주방, 화장실 등 다양한 옵션이 포함된 이 집을 주당 200에 타협하기로 합니다.",임대 계약 협상
train_4914_ss,"#Person2#: 안녕하세요, 513편 비행기로 왔어요. 다른 사람들은 다 컨베이어 벨트에서 짐을 가져갔는데, 제 짐은 보이지 않네요.
#Person1#: 컴퓨터를 확인해볼게요. 어머, 당신의 짐이 파리로 가고 있네요.
#Person2#: 농담이죠? 이제 어떻게 해야 하죠?
#Person1#: 음, 저희가 이 멋진 면도 용품 세트를 드리고, 짐이 여기 도착하면 바로 전화 드릴게요. 연락처 남겨주세요.
#Person2#: #PhoneNumber#로 연락 주시면 돼요.
#Person1#: 감사합니다. 정말 죄송합니다. 이런 일이 매우 드물게 발생하긴 해도, 저희가 정교한 추적 시스템이 있어서 짐을 곧 찾을 수 있을 거예요. 불편을 끼쳐 드려 죄송해요.
#Person2#: 괜찮아요. 그 안에 중요한 건 없었거든요. 그 면도 용품이면 제 짐을 잃어버린 것도 보상해 주네요.
#Person1#: 와! 여기에 15년 동안 일했는데 잃어버린 짐 상황을 이렇게 기쁘게 받아들이는 사람은 처음이에요.
#Person2#: 여행하면서 이보다 더 나쁜 일도 많았으니 큰 문제 아니에요.","#Person2#은 짐을 찾지 못하고 #Person1#에게 짐이 파리로 가고 있음을 전해 듣는다. #Person1#는 면도 용품 세트를 제공하며 사과하고, #Person2#은 이 상황을 긍정적으로 받아들인다.",분실 수하물
train_9004_ss,"#Person2#: 이력서에 시장 조사 회사의 조사원으로 일했던 경험이 있다고 나와 있는데, 주로 어떤 일을 하셨나요?
#Person1#: 주요 업무는 설문지를 디자인해서 배포자에게 전달하고, 불명확한 정보를 전화로 조사하며 데이터를 처리하고 기본 분석을 진행하는 것이었어요.
#Person2#: 이 조사 활동을 통해 주로 얻은 것이 무엇인가요?
#Person1#: 첫째로 주제에 따라 어떻게 설문지를 디자인해야 하는지를 배웠어요. 질문이 너무 치우치지 않게 하고, 균형 있고 공정하게 해야 했죠. 두 번째로는 전화 조사를 통해 정보를 빠르고 효과적으로 얻는 방법이었어요. 조사 대상자는 보통 오래 기다리지 않으니까 질문이 명확하고 직접적이어야 한다고 생각했어요.",#Person2#은 #Person1#와 인터뷰를 통해 시장 조사 회사 조사원으로서의 주요 업무와 그 경험에서 얻은 배움에 대해 논의합니다.,시장 조사 인터뷰
train_7247_ss,"#Person2#: 무슨 일이야? 기분이 좀 안 좋아 보여. 
#Person1#: 어젯밤에 룸메이트랑 싸웠어. 걔 진짜 고집 세잖아. 
#Person2#: 진정해! 소리 질러봤자 소용없어. 
#Person1#: 진짜 너무해. 
#Person2#: 무슨 일이 있었어? 
#Person1#: 어젯밤에 집에 돌아왔어. 알잖아, 완전 녹초가 돼서 샤워만 간단히 하고 잠자리에 들었는데, 브라이언이 거실에서 음악을 엄청 크게 틀어놓고 있더라고. 소리 좀 줄이라고 얘기했더니 오히려 소리치더라. 
#Person2#: 뭐? 그럴 순 없지. 
#Person1#: 그랬다니까. 그러더니 내 방으로 와서 진짜 말도 안 되는 소리를 계속 하더라고. 
#Person2#: 그래서 어쨌는데? 
#Person1#: 당연히 나도 소리쳤지. 
#Person2#: 마이크, 잠깐만 생각해 봐. 그 사람한테 소리 질러봤자 아무 소용없어, 맞지? 지금까지 열심히 참았잖아. 좀 진정되면 얘기해보는 게 어때? 
#Person1#: 네가 내 입장이라면 어쩌겠어? 
#Person2#: 쿨하게 있어봐. 집에 가서 싸울 생각은 없었다고 얘기해 봐. 
#Person1#: 안 돼, 케이트. 내 잘못도 아닌데. 
#Person2#: 알아. 먼저 미안하다고 말하는 게 손해 볼 건 없어. 그 후에 편하게 문제를 꺼내 봐. 그러면 분명 협조할 거야. 
#Person1#: 너무 화가 나서 그럴 수가 없어.","마이크는 룸메이트 브라이언에게 음악을 작게 틀어달라고 부탁했다가 브라이언이 소리를 질렀기 때문에 싸움이 벌어졌다. 케이트는 먼저 미안하다고 말하고 문제를 언급하라고 조언했지만, 마이크는 너무 화가 나서 그렇게 할 수 없다고 말했다.",룸메이트 갈등
train_3570_ss,"#Person2#: 오늘 아침에 누가 다녀갔어?
#Person1#: 음, Vince가 판매 보고서를 몇 개 남기고 갔어. 네가 HomeSupplies.com하고 큰 계약을 성사시켰다고 하더라.
#Person2#: 그건 별거 아니야. 오늘 밤에 LA에 가서 Stars.com하고 협상할 거야. 그게 중요한 거래야.
#Person1#: 맞아. 모든 엔터테인먼트 웹사이트들이 Stars.com을 따르지.
#Person2#: 또 누가 왔었어?
#Person1#: Elvin이 나 보러 들렀어.
#Person2#: Elvin? 어떤 사람인데?","#Person1#는 #Person2#에게 Vince가 오늘 아침에 왔고, Elvin이 #Person1#를 보러 들렀다고 전했다.",방문자
train_10202_ss,"#Person2#: 계좌를 하나 만들고 싶어요. 
#Person1#: 신분증은 가지고 계신가요? 
#Person2#: 테니스 클럽 카드가 있는데, 그것으로 충분할까요? 
#Person1#: 죄송하지만, 여권이나 유효한 운전면허증이 필요합니다. 
#Person2#: 아... 잠깐만요... 여기 운전면허증 있어요. 
#Person1#: 좋아요, 이 신청서를 작성해 주세요. 저쪽에 앉아서 하시면 됩니다. 이 브로셔는 저희 서비스를 설명해드리고, 무료 체크 서비스가 있으며, 직불카드와 ATM 카드를 드립니다. 참고로 서비스 수수료는 없습니다. 
#Person2#: 네, 신청서 작성하고 곧 돌아올게요.","#Person2#이 운전면허증으로 계좌를 개설하고 싶어 하고, #Person1#는 신청서를 작성하도록 요청하며 관련 서비스를 설명합니다.",계좌 개설
train_10229_ss,"#Person2#: 오늘 창작 글쓰기 수업에 안 보이던데, 무슨 일 있었어?
#Person1#: 아, 그냥 치과 예약이 있었어. 그게 다야. 그런데 다음 주에 새 과제 있어?
#Person2#: 응, 정말 흥미로운 과제야. 어떤 제약이나 제한을 가진 단편 소설을 쓰래.
#Person1#: 무슨 말이야? 운율 맞추는 시 같은 건가?
#Person2#: 뭐, 그럴 수도 있겠지. 하지만 우리가 써야 하는 건 산문이야. 시적인 산문 같은 거 말이야. 시에 운율 맞추는 건 너무 쉽지 않겠어? Eliot 교수님은 진짜 우리 창의력을 시험해보고 싶으신가 봐.
#Person1#: 그럼 그녀가 힌트라도 주셨어?
#Person2#: 딱히 그렇진 않지만, 뭘 원하시는지 감이 좀 와. 방금 어떤 프랑스 작가의 정말 이상한 책을 읽었거든. 책 전체에 'e'라는 글자가 하나도 안 썼대.
#Person1#: 책에 'e'가 하나도 없다고? 그게 어떻게 가능해? 잠깐만. 너 프랑스어 읽을 줄 몰랐는데.
#Person2#: 아냐, 못 읽어. 번역본을 읽은 거야. 근데 이걸 봐, 그 번역본에도 'e'가 하나도 없어.
#Person1#: 말도 안 돼. 그러면 쓸 수 없는 단어들이 많겠네.
#Person2#: 나도 알아, 근데 그 번역가가 해냈어. 너도 보고 싶으면 집에서 책 가져다줄게. 정말 놀라운 건, 프랑스어에서 'e' 빼는 게 쉬운 일이 아닌데, 영어로는 완전히 다른 단어 그룹이 필요하다는 거야. 정말 대단한 작품이지.
#Person1#: 나중에 꼭 그 책 보여줘. 하지만 지금은 다음 주 과제부터 시작해야겠어.","#Person1#는 치과 예약 때문에 창작 글쓰기 수업에 참석하지 않았다. #Person2#은 다음 주 과제에 대해 #Person1#에게 설명하며, 'e'라는 글자가 단 하나도 없는 프랑스 책과 그 책을 영어로도 'e' 없이 번역한 번역가에 대해 이야기한다. #Person1#는 그 책에 흥미를 보인다.",창작 글쓰기 과제
train_42_ss,"#Person2#: 여보세요, 여기는 Smith 의사님 병원인가요?
#Person1#: 네, 맞습니다. 어떻게 도와드릴까요?
#Person2#: 네, Smith 의사님과 통화하고 싶은데요.
#Person1#: Smith 의사님은 오늘 오후에 집에 가셨어요. 실례지만, 누구신지 여쭤봐도 될까요?
#Person2#: Jim White입니다.
#Person1#: 아, 네. White 씨군요. Smith 의사님께서 집 전화번호를 드리라고 하셨어요.
#Person2#: 잠시만요. 네, 번호가 어떻게 되나요?
#Person1#: 번호는 #PhoneNumber#입니다.
#Person2#: 정말 감사합니다.
#Person1#: 괜찮습니다.",Jim이 Smith 의사에게 전화를 걸었지만 그가 부재중이라 병원 직원이 그의 전화번호를 제공했다.,의사와의 전화 연결
train_11114_ss,"#Person2#: 올해는 휴가 어디로 갈 예정이야, Bob?
#Person1#: 음, 내 아내가 요즘 이집트 이야기를 자주 해. 가고 싶어하고 우리 아들도 가고 싶어해.
#Person2#: 그래, 이집트는 볼 만한 나라지.
#Person1#: 근데 아직 결정 못 했어. 이집트 왕복 항공권이 꽤 비싸거든.
#Person2#: 배로 갈 수도 있지 않아?
#Person1#: 맞아. 그게 더 싸지?
#Person2#: 최소한 반값은 절약할 수 있을걸.
#Person1#: 하지만 시간이 오래 걸리지 않을까?
#Person2#: 하지만 바다 풍경도 즐기면서 쉴 수 있잖아. 분명히 즐겁게 보낼 수 있을 거야.
#Person1#: 그럴 거라고 장담하지 마. 아무데도 안 갈 수도 있어!
#Person2#: 너 항상 망설이잖아.
#Person1#: 내 잘못이 아니야. 우리 아내가 항상 걱정이 많아서 그래.
#Person2#: 뭐 때문에?
#Person1#: 집을 누가 보고 있을지, 애완동물은 누가 돌볼지 같은 문제야. 매년 고민해야 해서 결국 집에 있어야 하거든!",Bob은 이집트 여행 비용이 많이 들어 주저하고 있다. #Person2#은 배로 가는 것을 제안하며 Bob이 항상 망설인다고 말한다. Bob은 아내가 걱정이 많다고 설명한다.,여행 계획
train_11403_ss,"#Person2#: 너는 어떻게 항상 네가 직접 요리를 할 수 있어?
#Person1#: 아, 그냥 미리 계획을 세우고 항상 집에 필요한 재료가 있는지 확인해.
#Person2#: 그럼 슈퍼마켓 자주 가겠네.
#Person1#: 응, 예전에는 이틀에 한 번씩 갔는데, 시간이 많이 걸려서 지금은 한 주에 두 번만 가.
#Person2#: 매주 같은 날 가?
#Person1#: 응, 사실 그래. 나는 매주 목요일과 일요일에 가.
#Person2#: 왜 하필 그 두 날이야?
#Person1#: 일요일에는 다음 주를 위해 장을 보고, 목요일에는 주말을 대비해서 장을 봐.
#Person2#: 아, 그렇구나. 괜찮은 계획인 것 같아.
#Person1#: 응, 넌 슈퍼마켓 얼마나 자주 가?
#Person2#: 아, 나는 아마도 한 달에 두 번 정도 가. 가끔은 음식 배달을 시키기도 하지만, 주로 외식을 해.
#Person1#: 슈퍼마켓 가고 좀 더 자주 요리해 봐. 그렇게 어렵지 않고 돈도 많이 절약할 거야.
#Person2#: 알지만, 항상 해야 할 일이 많아서 시간을 찾기가 힘들어.","#Person1#는 #Person2#에게 직접 요리를 하기 위해 미리 계획을 세우고 필요한 재료를 항상 준비한다고 설명하며, #Person2#에게도 시도해 보라고 권유하지만 #Person2#은 시간이 없다고 답변한다.",요리 계획
train_2341_ss,"#Person2#: 학생회 라디오 방송에 돌아오신 걸 환영합니다. 지금은 한 번도 아닌 두 번이나 몽블랑 등반에 성공한 Catherine님과 함께 있습니다. Catherine님, 두 번째 등반이 좀 더 쉬웠나요?
#Person1#: 여러모로 그랬어요. 완전히 다른 경험이었죠. 처음에는 조직된 그룹의 일원으로 갔습니다. 정상까지 오르는 데 4일이 걸렸죠. 이번에는 혼자 갔는데, 중간에 하루 밤을 묵으며 갔어요. 하지만 사실 정말 혼자는 아니에요. 사람들이 꽤 붐비거든요. 첫 번째 등반은 날씨가 변덕스러워서 정말 힘들었어요. 아주 춥고 바람이 심한 조건에서 등반했어요. 이번에는 날씨가 굉장했죠. 게다가 샤모니에서 며칠을 보내며 고도에 더 적응할 수 있었어요. 물론 더 쉬워진 것도 있어요. 작은 산들을 먼저 등반해도 같은 효과를 얻을 수 있습니다.
#Person2#: 혹시 비슷한 계획을 갖고 있는 사람들에게 도움이 될 만한 조언이 있다면 알려주실 수 있을까요?
#Person1#: 신체 조건이나 적절한 장비가 필요하다는 것은 두말할 필요도 없이 중요하지만, 극심한 날씨 조건에 특별히 주의를 기울여야 해요. 추위와 바람으로부터 자신을 보호할 만큼의 옷을 입어야 합니다.","Catherine은 두 번의 몽블랑 등반 경험을 공유합니다. 처음에는 그룹과 함께 변덕스러운 날씨 속에서 등반했고, 두 번째 등반에서는 날씨가 좋았습니다. Catherine은 극심한 날씨 조건에 대한 주의를 상기시킵니다.",몽블랑 등반 경험
train_2179_ss,"#Person2#: 뉴욕 가는 티켓 남아있나요? 일반석으로 가고 싶어요.
#Person1#: SW113편이 13시 25분에 출발합니다. 하나 드릴까요?
#Person2#: 네. 요금은 얼마죠?
#Person1#: 편도 88달러입니다.
#Person2#: 아, 83달러인 줄 알았는데요.
#Person1#: 네. 10월 1일부터 모든 승객에게 5달러 공항세를 부과하게 됐어요.
#Person2#: 알겠어요. 여기 돈이요.",#Person2#은 뉴욕행 티켓을 구매하기 위해 #Person1#에게 88달러를 지불합니다.,뉴욕행 일반석 티켓 구매
train_320_ss,"#Person2#: 너 여가 시간에 뭐 하는 거 좋아해?
#Person1#: 나는 사람들과 어울리는 걸 좋아해. 지난 주말엔 일본 친구네 집에 다녀왔어. 너는?
#Person2#: 나는 방에서 책 읽고 글 쓰고 혼자 있는 걸 좋아해.
#Person1#: 아, 갑자기 중요한 게 생각났어. 너 글 쓰는 거 좋아한다고 했지? 런던에서 보고 들은 걸로 글 하나 써줄 수 있어? 네가 하고 싶은 대로 써도 돼.
#Person2#: 진짜로 내 글 읽고 싶어?
#Person1#: 내가 아니라 잡지 편집자가 읽고 싶어 해.
#Person2#: 그 편집자가 누구야?
#Person1#: 우리 아버지야. 아버지가 네가 영국에서 영어 공부하고 왔다는 걸 들으셨거든. 영국 문화에 대한 네 생각을 듣고 싶어 하셔.
#Person2#: 너랑 아버지께 정말 고마워. 최선을 다할게. 근데 알다시피 내 영어 실력이 좋진 않아서...
#Person1#: 걱정하지 마. 아버지가 수정 도와주실 거야.","#Person2#과 #Person1#는 취미에 대해 이야기하던 중에, #Person1#가 #Person2#이 글을 좋아한다고 언급합니다. #Person1#의 아버지는 잡지 편집자로서 #Person2#의 영국 문화에 대한 관점을 담은 글을 읽고 싶어 합니다.",취미와 글쓰기
train_7256_ss,"#Person2#: 이런! 미국 문학 첫 교시 수업을 찾을 수가 없어.
#Person1#: 길을 잃은 것 같아 보이네. 내가 도와줄까?
#Person2#: 너 혹시 우리 홈룸에서 내 앞에 앉았던 친구 아니야?
#Person1#: 맞아. 나 브래드야.
#Person2#: 난 메리야. 미국 문학 수업을 찾을 수가 없어.
#Person1#: 몇 호 강의실인데?
#Person2#: 112호야.
#Person1#: 1층 간호실 옆에 있어.
#Person2#: 고마워, 브래드. 종 치기 전에 가야겠다.",브래드가 메리가 미국 문학 수업을 찾는 것을 도와줍니다.,수업 찾기
train_8972_ss,"#Person2#: 저기요, 저는 여기 새로 온 학생인데요. 영어과가 어딘지 알려주실 수 있나요?
#Person1#: 저기 새로 지은 높은 건물에 있어요. 9층이에요.
#Person2#: 학교 식당은 어디에 있어요?
#Person1#: 탑에 큰 종이 있는 빨간 건물 앞에 있는 지하에 있어요.
#Person2#: 컴퓨터 센터는 어디에 있나요?
#Person1#: 컴퓨터 센터는 도서관 1층에 있어요.
#Person2#: 도서관은 어디에 있나요?
#Person1#: 도서관은 행정관 옆에 있어요. 행정관은 학교 정문 근처에 있어요. 로비에 무료 학교 지도가 있으니 가져가세요.
#Person2#: 감사합니다. 하나 가져가야겠네요.
#Person1#: 물론이죠. 도와드릴 수 있어서 기쁘네요. 아, 전 Mike Sullivan이라고 해요. 자주 보실 거예요. 학생회장 선거에 나갔거든요.
#Person2#: 아, 안녕하세요! 전 Eve Markowski라고 해요. 만나서 반가워요. 친절한 미소와 도움 주시는 마음 덕분에 꼭 당선되실 것 같아요.
#Person1#: 격려해 주셔서 감사해요.
#Person2#: 천만에요. 이제 가봐야겠어요. 안녕히 계세요.
#Person1#: 좋은 하루 보내세요. 안녕히 가세요!",Eve Markowski는 Mike Sullivan에게 학교 내 여러 장소의 위치를 물어본 후 서로 자기소개를 합니다. Mike는 학생회장 선거에 출마했다고 말하고 Eve는 그의 출마를 응원합니다.,학교 내 길 찾기와 사회적 만남
train_2960_ss,"#Person2#: 안녕하세요. 면접 보러 왔습니다.
#Person1#: 아, 그렇군요. 이 일자리를 어떻게 알게 되셨나요?
#Person2#: 어제 신문에서 광고를 보고 찾아왔어요.
#Person1#: 그렇군요. 컴퓨터를 다룰 줄 아세요?
#Person2#: 네, 대학에서 컴퓨터 과학을 전공했고, 이후 컴퓨터 회사에서 몇 년간 일했습니다.
#Person1#: 그럼 왜 이곳에 지원하려고 하셨나요?
#Person2#: 더 나은 환경에서 더 성장하고 싶습니다.
#Person1#: 알겠습니다. 이 양식을 작성해 주세요. 곧 연락드릴게요.
#Person2#: 관심 가져주셔서 감사합니다.
#Person1#: 아닙니다, 괜찮습니다.","#Person1#이 #Person2#을 면접하며, #Person2#은 자신의 교육 배경과 이 회사에 지원하게 된 이유를 설명합니다.",면접 인터뷰
train_7260_ss,"#Person2#: 와, 이게 내 인생의 시작일지도 몰라! 
#Person1#: 무슨 일이야? 
#Person2#: 나 이제 일자리 구할 거야! 이 근처에 수백 개의 구인 공고가 있는 웹사이트에 들어가서 내가 일하고 싶은 몇몇 회사 이름도 알아냈어. 지난달 영어 수업에서 쓴 이력서도 있고, 자기소개서 쓰는 건 식은 죽 먹기야. 이미 조사도 해서 매니저들 이름도 알아냈지, 그래서 개인적으로 편지를 쓸 수 있어. 그리고 너도 알다시피 난 면접에서 꽤 매력적이라구. 안녕, 무일푼의 날들아! 안녕, 월급과 커리어! 
#Person1#: 우리 열다섯인데, 무슨 일자리 찾는 건데? 
#Person2#: 아, 그냥 주유소 직원 같은 거 생각하고 있어. 세상 큰사람들 다 그렇게 작은 일로 시작했잖아. 
#Person1#: 그렇구나. 
#Person2#: 하지만 돈 벌려고 하는 일 맞지? Angela랑 영화 보러 가려면 어떻게든 돈을 벌어야 하잖아. 게다가 나는 휘발유 냄새가 좋더라, 너도 그렇지?",Ben은 일자리를 구하기 위해 적극적으로 준비 중이다. #Person1#는 그들이 아직 열다섯 살임을 상기시킨다. Ben은 주유소 직원 일자리를 고려하고 있다.,청소년의 일자리 탐색
train_10024_ss,"#Person2#: 안녕하세요! Maddox와 McKnight 사무실입니다. 무엇을 도와드릴까요?
#Person1#: 네, 제 이름은 Max Richards입니다. George Nelson 씨와 통화할 수 있을까요? 몇 번이나 전화드렸는데 항상 자리에 안 계시네요.
#Person2#: 아, 죄송합니다. Nelson 씨는 지금 자리에 없습니다. 메시지를 남기시겠어요?
#Person1#: 죄송한데, 잘 안 들렸어요. 다시 말씀해 주시겠어요?
#Person2#: 물론이죠. Nelson 씨는 지금 자리에 없어서 전화를 받을 수 없습니다. 오늘 오후 내내 외부에 계시고, 내일 아침까지는 안 들어오실 겁니다. 가장 좋은 방법은 이메일이나 문자 메시지로 약속을 잡으시는 겁니다.
#Person1#: 메시지 남길 수 있을까요?
#Person2#: 물론이에요, 성함과 전화번호 남겨주실래요? Nelson 씨가 가능한 한 빨리 전화 드릴 거예요.
#Person1#: 제 이름은 Max Richards이고, 전화번호는 #PhoneNumber#입니다. 돌아오시는 대로 저한테 빨리 전화해 달라고 전해 주실래요? 급한 일이 있어서요.
#Person2#: 어떤 일 때문인지 말씀해 주실 수 있나요? 메모해 두면 Nelson 씨가 전화를 드릴 때 참고하실 수 있을 거예요.
#Person1#: 네, Girard 사건에 대해 이야기하고 싶다고 전해 주세요.","Max는 Girard 사건에 대해 이야기하기 위해 Nelson 씨와 통화를 시도했으나, 직장에 없는 Nelson 씨의 부재를 확인했습니다. Max는 이름과 전화번호를 남기며 Nelson 씨에게 빨리 연락해 줄 것을 요청했습니다.",George Nelson 부재
train_7263_ss,"#Person2#: 안녕하세요, 손님. 도와드릴까요?
#Person1#: 안녕하세요. 계산하고 싶어요.
#Person2#: 알겠습니다. 현금으로 하시겠어요, 아니면 카드로 하시겠어요?
#Person1#: 현금으로 할게요. 총액이 얼마인가요?
#Person2#: 서비스 요금 포함해서 530위안입니다.
#Person1#: 여기 있습니다. 훌륭한 서비스 감사합니다.
#Person2#: 아닙니다. 또 오세요.",#Person1#는 #Person2#의 도움을 받아 현금으로 계산합니다.,현금 결제
train_10475_ss,"#Person2#: 와, 여기 날씨가 이렇게 맑을 줄 몰랐어! 알래스카는 춥기만 한 줄 알았는데, 진짜 놀라워. 
#Person1#: 뭐, 대부분은 추운 게 맞아. 그런데 여름엔 워싱턴이나 오리건처럼 따뜻해지기도 해. 
#Person2#: 정말 신기하네. 요즘 낮이 너무 길어. 여기 있는 동안 해가 지는 걸 한두 번밖에 못 본 것 같아. 
#Person1#: 맞아, 여름에는 진짜 신기하지. 북쪽에 있어서 하루 종일 해를 볼 수 있거든. 겨울은 반대야. 
#Person2#: 그러면 겨울에는 계속 어두운 거야? 
#Person1#: 계속 어둡진 않고... 12월부터 2월까지는 하루 3분의 2 정도가 어두워. 
#Person2#: 우와! 매년 어떻게 버티는 거야? 난 캘리포니아 출신이라 한 시즌도 못 버틸 것 같아! 
#Person1#: 그냥 익숙해졌어. 어렸을 땐 손전등 갖고 놀거나 오후에 캠프파이어 하면서 재미있게 보냈거든. 항상 어둡다고 해서 삶이 더 나빠진다고는 느끼지 않았으니까.",#Person2#은 알래스카의 여름이 맑고 낮이 길다는 점에 놀랍니다. #Person1#는 겨울에는 하루의 3분의 2가 어둡지만 어릴 때부터 익숙해졌다고 말합니다.,알래스카의 계절
train_12225_ss,"#Person2#: 안녕, Ken.
#Person1#: 안녕, George.
#Person2#: 방금 영화 보고 왔어?
#Person1#: 응, 맞아.
#Person2#: 무슨 영화야?
#Person1#: '봄의 파리'라는 영화야.
#Person2#: 아, 그거 벌써 봤어. 작년에 TV에서 봤거든. 오래된 영화인데, 정말 좋더라.
#Person1#: 파리는 아름다운 도시야. 난 한 번도 가본 적 없어. Ken, 너는 가본 적 있어?
#Person2#: 응, 있어. 4월에 다녀왔어.
#Person1#: 봄의 파리구나?
#Person2#: 봄이긴 했는데, 날씨가 정말 엉망이었어. 계속 비가 내렸어.
#Person1#: 우리 런던처럼 말이지!","Ken과 George는 '봄의 파리'라는 영화를 보고 이에 대해 이야기합니다. 두 사람 모두 영화를 좋게 평가하며, Ken은 지난 봄에 파리를 방문했으나 그때 날씨가 계속 나빴다고 회상합니다.",영화 관람 및 여행
train_4557_ss,"#Person2#: 예전에는 몇몇 회사들이 직원들 간의 연애를 금지하곤 했지만, 이제는 피할 수 없는 것 같아. 사람들이 직장에서 많은 시간을 보내니까 누군가에게 호감을 갖는 게 별로 놀랍지 않은 것 같아.
#Person1#: 긍정적으로 보면, 사내 연애가 회사에 이득이 될 수도 있어.
#Person2#: 이득이라고? 난 그렇게 생각 안 해. 두 직원이 결혼하면 신혼여행 때문에 동시에 휴가를 가거나 나중에 한 명이 집에서 아이들을 돌보게 될 거야. 만약 헤어지기라도 하면 회사는 둘 중 한 명을 다른 곳으로 옮겨야 할 수도 있을 거야. 어쨌든, 회사는 사내 연애가 가져오는 문제를 해결하기 위해 추가적인 노력을 해야만 해.
#Person1#: 그런데 두 사람이 사랑에 빠지면 행복할 거야. 행복한 사람들은 더 생산적이지. 그들이 서로 친밀한 관계를 쌓으면 지식과 경험을 기꺼이 공유하려 할 거야. 이렇게 되면 업무 효율성 향상에 도움이 될 수 있어.
#Person2#: 난 그게 의심스러워.","#Person2#은 사내 연애가 피할 수 없다고 인식하지만, 여러 문제를 초래할 수 있다고 생각합니다. 반면 #Person1#는 사내 연애가 행복한 직원의 생산성을 높일 수 있다고 주장합니다.",사내 연애
train_5819_ss,"#Person2#: 날씨가 참 좋네요, 그렇죠?
#Person1#: 그러게요. 일 때문에 오셨나요?
#Person2#: 아니요, 유명한 삼협을 보러 휴가 왔어요.
#Person1#: 저도 거기로 관광 가는데, 중국은 처음이세요?
#Person2#: 네, 처음이에요.
#Person1#: 같이 가실래요? 제가 안내해 드릴게요. 훨씬 더 즐거울 거예요.
#Person2#: 완전 동의해요.
#Person1#: 좋아요, 그럼 가요!","#Person2#는 중국을 처음 방문하며, #Person1#는 #Person2#에게 함께 여행하자고 제안합니다.",중국 여행
train_9576_ss,"#Person2#: 우리 학교 댄스 파티 때문에 네 CD 좀 빌려줄 수 있어?
#Person1#: 너 참 요구하는 게 많다, 안 그래?
#Person2#: 내가 직접 하나하나 다 지킬게. 완벽한 상태로 돌려줄게.
#Person1#: 좋아, 그러면 너희 반이 하루 밤에 빌리는 걸로 하고, 만약 손상된 게 있으면 사가는 걸로 하자.
#Person2#: 그거 괜찮아 보인다. 밴드 불러오는 것보다 훨씬 싸잖아.
#Person1#: 그래도 재밌지는 않을 걸? 라이브 밴드가 훨씬 신나지!
#Person2#: 우리 반은 돈이 없어. 이미 알아봤어.
#Person1#: 다음에 댄스 있을 때 말해줘. 내가 아는 밴드가 홍보 때문에 디스카운트 해줄 수도 있어.","#Person2#은 학교 댄스를 위해 #Person1#의 CD를 빌리기를 원하고, 현재 밴드를 부를 예산이 부족하여 CD를 빌리기로 한다.",학교 댄스 파티 준비
train_10146_ss,"#Person2#: 저기요, 이 태블릿 얼마예요? 세일 중인가요?
#Person1#: 네, 지금 세일해서 200달러입니다.
#Person2#: 좋은 상품인가요?
#Person1#: 네, 저장 용량은 128기가바이트고, 배터리 수명은 최대 12시간입니다. 수백만 개의 영화, TV 쇼, 노래, 앱과 게임을 즐길 수 있어요.
#Person2#: 10% 할인 안 될까요?
#Person1#: 죄송하지만, 가격이 이미 낮아서 5% 할인만 가능합니다.
#Person2#: 괜찮아 보이긴 하는데, 잘 알려지지 않은 브랜드네요.
#Person1#: 맞아요, 하지만 품질은 좋아요.
#Person2#: 좋아요, 살게요.","#Person2#는 태블릿 구매를 고려하며 #Person1#에게 10% 할인을 요청합니다. #Person1#는 5% 할인만 가능하다고 대답하고, #Person2#은 구매하기로 결정합니다.",태블릿 구매
